1264
1383927285 61.7948458 34.3450253
1469154420 61.7888725 34.3525172
392979711 61.7987997 34.341963
1469154394 61.7781771 34.3671697
1371537193 61.8167911 34.3125861
1418907318 61.8101157 34.3287999
1744195363 61.7947218 34.3658737
1418907320 61.8101859 34.3289024
536808544 61.8005061 34.3577244
3061481237 61.8087 34.3348632
536808405 61.8084644 34.335543
536808407 61.8066831 34.3406249
607989831 61.7665342 34.3583144
536808415 61.805218 34.3447557
1418901185 61.8039369 34.3484042
1418921325 61.8037485 34.3489219
418089432 61.7893669 34.3412597
1735983125 61.8036133 34.3492927
392986144 61.756 34.452949
536808416 61.8035672 34.3494228
392983394 61.7653357 34.3761015
536808418 61.8017255 34.3546136
536808545 61.8007552 34.3580534
1737496222 61.8006571 34.3584907
392979642 61.8005007 34.359145
430569539 61.8003103 34.3596249
2655422693 61.7810564 34.3159617
1418901156 61.7998969 34.3438811
392987197 61.7794261 34.3542389
2401366737 61.7792766 34.3543965
1701227820 61.7615748 34.4287793
1921512354 61.7743684 34.3578368
2545753139 61.766203 34.3219914
392981712 61.7727766 34.3598342
1226707682 61.7755755 34.4062743
1549420886 61.7697482 34.3184649
610276851 61.7721708 34.3598268
2655422691 61.7819828 34.3188771
1468607742 61.8163717 34.3118513
2351183081 61.7685714 34.3583195
607989837 61.7665761 34.3586992
607989829 61.7659734 34.3589576
606605768 61.7634516 34.3588295
392983829 61.7582335 34.4362799
392983464 61.763116 34.359939
1407050709 61.7630971 34.3600231
2329626160 61.762866 34.3610503
4274293396 61.7747459 34.312227
392979668 61.8011791 34.3564091
392983481 61.7653695 34.3591237
536808404 61.808388 34.3354168
392981693 61.77803 34.367149
607411220 61.7625891 34.362281
607973557 61.7668348 34.3880889
1468607702 61.8132388 34.3174611
1293786812 61.8092281 34.2973698
1468607727 61.8071809 34.3397407
1829688609 61.7878735 34.383663
1468607729 61.7970316 34.3633173
2545753151 61.7659994 34.3213149
1291918127 61.7969845 34.3396632
1407050732 61.7645846 34.3590033
595635916 61.7741303 34.3583322
531494974 61.7632695 34.3595568
536798288 61.8095549 34.3323968
1468343462 61.7866449 34.3517049
1163035476 61.7625314 34.3644587
2314320079 61.7639341 34.3715982
606944809 61.766378 34.388057
420881615 61.7730199 34.3141109
609503136 61.7656503 34.3814091
3160668220 61.7779085 34.3730127
1468607746 61.7656831 34.3861321
1468607701 61.7671452 34.3877334
1468607728 61.7679226 34.3878817
1468607694 61.8163123 34.3118609
607973561 61.7677955 34.3887296
3135041877 61.7823352 34.3501028
392987242 61.7792645 34.3986343
2323095201 61.76559 34.3861415
606694451 61.7656003 34.385333
392978362 61.813379 34.317087
1701227802 61.7608422 34.4269991
609480294 61.7656083 34.3847043
392984709 61.7619565 34.3039954
1766695217 61.7883247 34.3529744
536798198 61.8002051 34.3590021
3271059236 61.7656479 34.3815971
606694446 61.765684 34.3787621
1147269722 61.7622685 34.3630924
536573246 61.7884852 34.3411847
392978987 61.8077159 34.2912467
392983436 61.7638355 34.3712829
2317998841 61.7853671 34.3460286
2506189116 61.7920377 34.3747747
392985247 61.762413 34.3645223
1082312025 61.7828266 34.3843509
2142376860 61.8045553 34.3462547
607411223 61.7624034 34.3639045
253548 61.8053599 34.295549
392985249 61.762418 34.3630417
392984453 61.7624905 34.3610371
1406160466 61.7868628 34.3527666
1418921363 61.8050741 34.3451613
1743494560 61.7986103 34.3615241
606605778 61.7625324 34.3598895
392985240 61.7625377 34.3597308
2329626131 61.7624947 34.3593531
1407050683 61.762197 34.358389
2430814946 61.7925192 34.370892
406497601 61.7975894 34.3405308
606605773 61.7634877 34.3583552
1407050686 61.7622108 34.3582322
4877619149 61.7798768 34.3120374
392983519 61.7651303 34.3586008
1468607733 61.8169441 34.313102
607989830 61.7659494 34.3584332
1379643897 61.8005953 34.311395
536798260 61.8102488 34.3291381
406438123 61.7878374 34.3804454
418089433 61.7883844 34.3417807
2351183078 61.7685239 34.3581312
3149649379 61.7694007 34.3585414
607989841 61.7707479 34.3590218
536556630 61.7723922 34.3596067
392981015 61.7727894 34.3594862
1696346474 61.7765974 34.4020674
4304550642 61.782234 34.3870419
1921512342 61.7733268 34.3589646
392981025 61.7734999 34.3588099
1468607713 61.8164704 34.3119207
392981016 61.7736627 34.3586096
1471211297 61.7975791 34.3229785
607411218 61.7624458 34.3622718
1407050932 61.7748514 34.3569449
2329626123 61.762445 34.3650724
1156080550 61.7647913 34.3155143
392981051 61.7751181 34.3566118
609607035 61.775223 34.3564921
392980977 61.7760168 34.3560997
1921512343 61.7733509 34.35907
392982373 61.7664051 34.3221647
392980979 61.7761809 34.3560231
609607105 61.7781364 34.355111
393007400 61.7848121 34.3476432
2324328673 61.7636781 34.370789
392980970 61.7782391 34.3550577
3160668219 61.7788948 34.3760862
2317888595 61.7789548 34.3545155
392982256 61.76679 34.4376651
1665724583 61.7656801 34.3790735
2317888597 61.7793723 34.3540577
1468607735 61.7659597 34.38875
2317888612 61.7804525 34.3525442
365583839 61.7819601 34.3861456
1737426705 61.7975823 34.3625636
392987852 61.7805721 34.3524909
2395912433 61.7756495 34.3111576
2938709804 61.7806368 34.3524085
5107258479 61.7811185 34.3517646
2392746866 61.7915788 34.3678938
3135041880 61.7825374 34.3498398
392982375 61.7659901 34.3211052
1736000598 61.8004093 34.3594146
1469470254 61.7878739 34.385081
1406758066 61.7830929 34.3490891
1406758072 61.7838911 34.3479572
1686053182 61.7631143 34.3087871
2939069435 61.7845081 34.3471712
1291817440 61.7967318 34.3371715
392987461 61.7781492 34.3774684
1469154416 61.7825376 34.3614349
